question,answer,label
Alpha-spectrin and beta-spectrin subunits form parallel or antiparallel heterodimers?,antiparallel,1
What is targeted by Palbociclib?,Epidermal growth factor receptor,1
Which peptide plays a pivotal role in human cystatin C fibrillization?,LQVVR,1
What is the gold standard treatment for Iatrogenic male incontinence?,artificial urethral sphincter,1
Which hormone concentrations are altered in patients with the Allan–Herndon–Dudley syndrome?,thyroid,1
Where in the cell does the proteins S100A4 and p53 interact ?,nucleus,1
Which molecule is targeted by Daratumumab?,CD38,1
Which is the causative agent of malaria?,Plasmodium spp.,1
What is the major adverse effect of adriamycin(doxorubicin)?,cardiotoxicity,1
Which is the most common editing modification in eukaryotic mRNA?,A-to-I,1
What is the most likely age of diagnosis of Crohn's disease (CD)?,Crohn's disease has a bimodal age distribution of disease onset diagnosis. The peaks (20 and 50 years) may represent different phenotypes or different genetic and/or environmental influences between younger- and older-onset individuals.,1
What disease is small bowel lymphoma commonly associated with,celiac disease,1
Which molecule is targeted by a monoclonal antibody Secukinumab?,interleukin-17A,1
Which calcium/calmodulin dependent protein phosphatase is involved in the activation of the family of NFAT transcription factors (Nuclear Factors of Activated T cells)?,calcineurin,1
What histone trimethylation has been associated to RNA splicing?,H3K36Me3,1
What was the purpose of the FANTOM4 project?,better understand the transcriptional network that regulates macrophage differentiation,1
What is the role of eteplirsen in DMD patients?,skipping of dystrophin exon 51,1
Which drug is considered as the first line treatment of fibromyalgia?,Pregabalin,1
What is the indication for isradipine?,hypertension,1
What is the name of Bruton's tyrosine kinase inhibitor that can be used for treatment of chronic lymphocytic leukemia?,ibrutinib,1
How many disulfide bridges has the protein hepcidin got?,Hepcidin contains eight cysteine residues that form four disulfide bridges,1
Which receptors can be evaluated with the [18F]altanserin?,5-HT2A,1
Where is the metaxin complex localized?,to the outer mitochondrial membrane.,1
Which is the receptor for the immunosuppressive drug cyclosporin A (CsA)?,cyclophilin,1
Which is the gene most commonly mutated in Tay-Sachs disease?,HEXA,1
What is the localization of the protein encoded by the gene DNAJC11?,mitochondrial inner membrane,1
Which hormone abnormalities are characteristic to Pendred syndrome?,thyroid,1
What is the mode of inheritance of  long QT  Jervell and Lange-Nielsen syndrome?,autosomal recessive,1
Does dasatinib promote or inhibit T-cell proliferation?,inhibits,1
Are most driver gene mutations synonymous or non-synonymous?,non-synonymous,1
Which cyclin- dependent kinase inhibitor is regulated by Bmi-1?,p16INK4,1
Which protein is found to be mutated in Friedreich's ataxia?,frataxin,1
Which is the process that Conserved noncoding elements mostly regulate?,development,1
Which properties of the mRNA does N6-methyladenosine (m6A) affect?,mRNA stability,1
Which is the histone residue methylated by MLL1?,H3K4,1
Which type of cells is affected in Amyotrophic Lateral Sclerosis?,motor neurons,1
Patients of which disease could be treated by utilizing knowledge obtained from experiments suppressing TDP-43 toxicity in yeast?,Amyotrophic lateral sclerosis (ALS),1
Mutation of which gene is associated with McLeod syndrome?,XK,1
Which is the molecular target of the immunosuppressant drug Rapamycin?,mTOR,1
PBT2 has been tested for which disorder?,Alzheimer's disease,1
What is the mode of inheritance of Acromicric dysplasia?,autosomal dominant,1
How many tissue kallikrein genes are present in the human genome?,15,1
Which compound is a specific inhibitor for Nox1 and Nox4?,GKT136901,1
Which molecule is targeted by the drug Gevokizumab?,IL-1β,1
What is the Drosophila melanogaster Groucho protein?,Groucho (Gro) is a Drosophila melanogaster transcriptional corepressor,1
Which enzyme is inhibited by Imetelstat?,telomerase,1
Which is the most widely used anti-TNF drug?,etanercept,1
How is oprozomib administered?,orally,1
Which type of GTPases is required for amino acid-dependent activation of mTORC1?,Heterodimeric Rag GTPases,1
What causes Katayama Fever?,Schistosoma spp,1
Which enzyme does MLN4924 inhibit?,NEDD8-activating enzyme,1
What is apelin?,"Apelin, a small regulatory peptide, is the endogenous ligand for the apelin receptor (APJ) receptor.",1
What is the genetic basis of tuberous sclerosis?, ,1
RTS S AS01 vaccine was developed to prevent which disease?,malaria,1
What is the function of the AIRE gene at the embryonic stage?, ,1
What is needed for MMP proteins to be functional?,zinc,1
In which cells are A-type lamins expressed?, ,1
What is the outcome of TAF10 interacting with the GATA1 transcription factor?, ,1
Which type of myeloma is ixazomib being evaluated for?,multiple myeloma,1
What is the function of the spliceosome complex?, ,1
Is single guide RNA part of the CRISPR/Cas9 tool or an inhibitor of its function?, ,1
Which is the receptor for the immunosuppressive drug cyclosporin A (CsA)?,cyclophilin,1
What is the link between HOT regions and RNA polymerase recruitment?, ,1
Which is the protein encoded by the human gene GRIK?, ,1
Which is the target protein of the drug nivolumab?,programmed death receptor-1,1
What is the mechanism of viroid replication?, ,1
Which is the physiological target for LeuRS translational quality control?,norvaline,1
Which disease is linked to mutations within BRAG1?,X-linked intellectual disability,1
What is the main symptom of Marfan syndrome patients?,aortic root dissection,1
Which syndrome is associated with mutations in the LYST gene?,Chediak-Higashi syndrome,1
Mention the only available genomics and developmental transcriptomics resource for the urochordate Oikopleura dioica,OikoBase,1
Which gene has been implicated in Majeed Syndrome?,LPIN2,1
What is the color of the protein Ranasmurfin?,blue,1
What is the role of the UBC9 enzyme in the protein sumoylation pathway?,SUMO-conjugating enzyme,1
What is formin associated with in the snail?,Left-Right Asymmetry,1
What is Dravet syndrome?, ,1
Which R package is used for visualization of linear and circular karyotypes?,chromDraw,1
Where is the respirasome located?,in the inner mitochondrial membrane,1
What is the role of gamma-secreatase complex in Alzheimer's Disease?, ,1
What is plantar fasciitis,Heel pain,1
Which is the enzymatic activity of OTULIN?,deubiquitination,1
What is the target of tanezumab?,Nerve growth factor,1
Where is Akkermansia muciniphila found?, ,1
Which NADPH oxidase family member requires interaction with NOXO1 for function?,Nox1,1
What is MRSA?,methicillin-resistant S. aureus,1
"What is the role of 3,4-diaminobenzoic acid derivatives in the immune system?", ,1
Which infection can be prevented with Dapivirine?,HIV,1
Which human disease is associated with mutated UBQLN2,als,1
Viliuisk encephalomyelitis is diagnosed in which geographical area?,Northeast Siberia,1
Which mutated gene is associated with Waardenburg and Tietz syndromes?,MITF,1
What gene is mutated in Sickle Cell Anemia?,HBB,1
What is the function of R-spondin 1 and noggin in non-damaged gallbladders?, ,1
Which disease is treated with Nusinersen?,Spinal Muscular Atrophy,1
Which is the genome browser database for DNA shape annotations?,GBshape,1
Which ApoE isoform is associated with hyperlipoproteinemia?,apoE2 isoform,1
Can you define iatrogenic disease?, ,1
Where can you find the annulus of Zinn?,eye,1
What is the indication for SLCO1B1 genotyping?, ,1
Which disease the London mutation involved in?,Alzheimer's disease,1
What is the drug target for Simtuzumab?,LOXL2,1
Which server is used for simulation of macromolecular diffusional association?,webSDA,1
Which disease is treated with taliglucerase alfa?,Gaucher disease,1
Where do the Schwann cells and melanocytes originate from?,neural crest cells,1
How many microorganisms are present in human normal gut?, ,1
What is the function of BAX, ,1
Which is the relation between coffee consumption and stroke risk?,The coffee paradox in stroke: Increased consumption linked with fewer strokes.,1
Which R package is used for the analysis of genome-wide DNA methylation profiles?,methylKit,1
Which is the largest metabolic gene cluster in yeast?,The DAL cluster,1
What is the incidence of new cases of X-linked adrenoleukodystrophy (ALD) in Australian and New Zealand in the late 1990's?, ,1
Which gene is mutated in the Karak syndrome?,PLA2G6,1
Which disease is associated with mutated Sox2?,SOX2 anophthalmia syndrome,1
Which polymerase transcribes pri-miRNAs?,RNA polymerase II,1
Which mutated enzyme is responsible for oculocutaneous 1 (OCA1)-type albinism?,tyrosinase,1
Which protein mediates the replacement of H2A by H2A.Z in the yeast Saccharomyces cerevisiae?,SWR1,1
What does the human ABCC gene  product do?, ,1
What fruit causes Jamaican vomiting sickness?,ackee fruit,1
Which ApoE isoform is associated with atherosclerosis and Alzheimer's disease?,apoE4 isoform,1
What organism causes woolsorter's disease, ,1
What chromosome is affected in Turner's syndrome?,x,1
What is the aim of the TRAP assay?,Telomerase enzyme activity can be detected in whole cell lysates by a polymerase chain reaction (PCR)-based method referred to as the telomeric repeat amplification protocol (TRAP).,1
Which annotated database of A-to-I RNA editing is available?,RADAR,1
What is the function of calcium-sensing receptor (CaSR)?,The calcium-sensing receptor (CaSR) is a G-protein-coupled receptor that plays an essential role in maintaining calcium homeostasis.,1
Which R / bioconductor package is used for performing SNP enrichment analysis?,traseR,1
What is the role of IL-18BP?,IL-18 binding protein (IL-18BP) is a natural inhibitor of IL-18. The balance between IL-18 and IL-18BP has an important role in the inflammatory setting.,1
Which protein mediates gene loop formation in the yeast S. cerevisiae?,TFIIB,1
Which histone mutation is associated with gliomas?, ,1
Which virus type causes Molluscum contagiosum?,human poxvirus,1
What tissue is most affected in Ehlers-Danlos syndromes?,connective tissue,1
Which library is used for fixed-length approximate string matching?,libFLASM,1
Which disease the skin condition Necrobiosis lipoidica diabeticorum is associated to?,diabetes mellitus,1
Which signaling pathway does sonidegib inhibit?, ,1
Which is the target of the drug Denosumab?,receptor activator of nuclear factor-κB ligand,1
